index,true_label,Oval,Rectangle,Round,Square
40,Round,0.10451308637857437,0.023316480219364166,0.8304092288017273,0.04176119714975357
41,Round,0.20973733067512512,0.3218175172805786,0.3620627820491791,0.1063823476433754
42,Rectangle,0.259400874376297,0.44386085867881775,0.046838898211717606,0.24989938735961914
43,Rectangle,0.3192043900489807,0.5756201148033142,0.04959149286150932,0.055584050714969635
44,Rectangle,0.30054259300231934,0.4550850987434387,0.16462811827659607,0.07974420487880707
45,Square,0.1083478182554245,0.0070411935448646545,0.16578742861747742,0.7188235521316528
46,Round,0.2031465470790863,0.02418096363544464,0.34903889894485474,0.4236335754394531
47,Round,0.15315201878547668,0.0037451027892529964,0.8060225248336792,0.03708035126328468
48,Rectangle,0.38581666350364685,0.35316914319992065,0.1837264597415924,0.0772877186536789
49,Round,0.2568095624446869,0.055037252604961395,0.4962058961391449,0.1919473260641098
50,Round,0.16623905301094055,0.5973274111747742,0.16910162568092346,0.06733190268278122
51,Round,0.39325150847435,0.03262758627533913,0.44421035051345825,0.12991049885749817
52,Oval,0.4765152037143707,0.17772766947746277,0.18932199478149414,0.15643516182899475
53,Rectangle,0.15004615485668182,0.7510822415351868,0.03134994953870773,0.06752166152000427
54,Round,0.08690138161182404,0.017334192991256714,0.7125452756881714,0.18321920931339264
55,Rectangle,0.1702314168214798,0.6766666173934937,0.12366823852062225,0.02943376824259758
56,Rectangle,0.15966413915157318,0.6867327690124512,0.0707743912935257,0.08282873779535294
57,Round,0.16882292926311493,0.15425707399845123,0.34029918909072876,0.33662083745002747
58,Rectangle,0.29503482580184937,0.577672004699707,0.07221745699644089,0.055075742304325104
59,Square,0.21526511013507843,0.1177496686577797,0.282444566488266,0.3845406770706177
60,Oval,0.2411964386701584,0.05403149127960205,0.5001013875007629,0.20467069745063782
61,Oval,0.4651966989040375,0.22022780776023865,0.24941317737102509,0.06516226381063461
62,Square,0.30190208554267883,0.043736107647418976,0.5424472093582153,0.11191453784704208
63,Rectangle,0.3121289014816284,0.22691714763641357,0.35007598996162415,0.11087794601917267
64,Oval,0.3963519036769867,0.32082945108413696,0.12241949141025543,0.16039913892745972
65,Oval,0.4750916063785553,0.19705072045326233,0.12255822122097015,0.2052994668483734
66,Square,0.146397203207016,0.5474455952644348,0.041013479232788086,0.2651436924934387
67,Oval,0.473859965801239,0.015849266201257706,0.4303909242153168,0.07989989221096039
68,Square,0.3789498805999756,0.2725536823272705,0.16122804582118988,0.18726833164691925
69,Round,0.3703154921531677,0.13932834565639496,0.3711976408958435,0.11915848404169083
70,Oval,0.3712400794029236,0.0694691389799118,0.28567808866500854,0.2736126780509949
71,Square,0.20811858773231506,0.17988178133964539,0.4515179991722107,0.16048161685466766
72,Rectangle,0.3567010760307312,0.2586941123008728,0.13122138381004333,0.2533833384513855
73,Round,0.2664276659488678,0.016954965889453888,0.551406979560852,0.16521041095256805
74,Rectangle,0.11528608947992325,0.8256702423095703,0.006532228086143732,0.05251133441925049
75,Rectangle,0.4369615912437439,0.3868230879306793,0.05725773051381111,0.11895757913589478
76,Oval,0.4040581285953522,0.06432566791772842,0.3470255136489868,0.18459075689315796
77,Round,0.15544039011001587,0.004445144906640053,0.6591907739639282,0.1809237003326416
78,Oval,0.34870800375938416,0.34598350524902344,0.12153331190347672,0.1837751418352127
79,Square,0.2693522274494171,0.01911851204931736,0.21718129515647888,0.4943479895591736
80,Rectangle,0.2830161452293396,0.06097636744379997,0.217111274600029,0.4388962388038635
81,Round,0.06275007128715515,0.36506521701812744,0.4053209722042084,0.16686375439167023
82,Rectangle,0.1228339672088623,0.6548803448677063,0.053353458642959595,0.16893228888511658
83,Round,0.47483348846435547,0.024187970906496048,0.43919023871421814,0.06178833171725273
84,Rectangle,0.2067708522081375,0.17275096476078033,0.2267880141735077,0.39369016885757446
85,Oval,0.34414419531822205,0.06309782713651657,0.35999995470046997,0.2327580749988556
86,Round,0.36512017250061035,0.25101107358932495,0.15741580724716187,0.22645291686058044
87,Oval,0.46080613136291504,0.17138095200061798,0.14456383883953094,0.22324907779693604
88,Oval,0.30732306838035583,0.5363742113113403,0.0815228670835495,0.07477989047765732
89,Rectangle,0.1656322181224823,0.6174625754356384,0.042977552860975266,0.1739276498556137
90,Oval,0.6689102053642273,0.14534419775009155,0.13200107216835022,0.05374452471733093
91,Square,0.3558529019355774,0.05187763646245003,0.2467793971300125,0.34549009799957275
92,Oval,0.37359243631362915,0.4486876130104065,0.05309738963842392,0.12462254613637924
93,Rectangle,0.41816043853759766,0.3894895017147064,0.0724189504981041,0.11993110179901123
94,Oval,0.4314137399196625,0.0664021223783493,0.34516578912734985,0.15701839327812195
95,Oval,0.08418909460306168,0.4826578199863434,0.10391642153263092,0.3292366862297058
96,Rectangle,0.08305144309997559,0.6262009143829346,0.14563776552677155,0.14510992169380188
97,Round,0.3248155415058136,0.00737925386056304,0.6531415581703186,0.014663693495094776
98,Rectangle,0.29792603850364685,0.5737274885177612,0.034154828637838364,0.09419164061546326
99,Oval,0.24578306078910828,0.0078872786834836,0.24672552943229675,0.49960413575172424
100,Rectangle,0.24769587814807892,0.557834267616272,0.11489267647266388,0.0795772522687912
101,Square,0.10182217508554459,0.10982997715473175,0.014067867770791054,0.7742799520492554
102,Square,0.1894422471523285,0.006339059676975012,0.10866385698318481,0.6955548524856567
103,Round,0.13357514142990112,0.021884910762310028,0.190358966588974,0.6541808843612671
104,Rectangle,0.21210956573486328,0.4814736843109131,0.03228580206632614,0.2741309404373169
105,Oval,0.3416719138622284,0.5270513296127319,0.051014531403779984,0.08026222139596939
106,Oval,0.3442802429199219,0.2790175974369049,0.1674950122833252,0.2092071771621704
107,Oval,0.5288951396942139,0.02445303276181221,0.37614649534225464,0.07050532102584839
108,Rectangle,0.1942860186100006,0.5505260229110718,0.07593213021755219,0.17925584316253662
109,Square,0.25601038336753845,0.13191333413124084,0.3334156572818756,0.2786606252193451
110,Oval,0.519496738910675,0.2903452217578888,0.16087062656879425,0.0292874276638031
111,Rectangle,0.08219248056411743,0.7454174160957336,0.02609061822295189,0.14629948139190674
112,Rectangle,0.29321661591529846,0.31794050335884094,0.32682448625564575,0.062018394470214844
113,Oval,0.14032110571861267,0.23242585361003876,0.28740400075912476,0.33984899520874023
114,Rectangle,0.3412110507488251,0.23744428157806396,0.2517554461956024,0.16958919167518616
115,Square,0.09905733913183212,0.0179279875010252,0.1284991055727005,0.754515528678894
116,Round,0.39745956659317017,0.03203274682164192,0.2929033637046814,0.27760425209999084
117,Oval,0.6112551689147949,0.07686535269021988,0.2861320972442627,0.025747429579496384
118,Square,0.17040830850601196,0.041387248784303665,0.41214674711227417,0.3760576844215393
119,Rectangle,0.32787448167800903,0.21796588599681854,0.23874405026435852,0.2154155671596527
120,Rectangle,0.05374440550804138,0.17076630890369415,0.5576627254486084,0.21782653033733368
121,Round,0.23289263248443604,0.08271539211273193,0.48933249711990356,0.19505946338176727
122,Square,0.18793323636054993,0.010986588895320892,0.30480438470840454,0.49627581238746643
123,Round,0.2090170830488205,0.04230605810880661,0.6594415903091431,0.08923523128032684
124,Square,0.39557313919067383,0.04528971388936043,0.16729912161827087,0.3918379843235016
125,Square,0.2949524223804474,0.21483075618743896,0.08877124637365341,0.40144556760787964
126,Rectangle,0.4995592534542084,0.2416020631790161,0.1694398820400238,0.08939874917268753
127,Rectangle,0.08587859570980072,0.5820519328117371,0.2983344793319702,0.03373497724533081
128,Square,0.17011196911334991,0.027537250891327858,0.07380944490432739,0.7285413146018982
129,Round,0.21981582045555115,0.03237017244100571,0.6035298109054565,0.1442841738462448
130,Square,0.24210098385810852,0.18503329157829285,0.10181863605976105,0.4710471034049988
131,Square,0.20889833569526672,0.16479215025901794,0.24319466948509216,0.38311487436294556
132,Square,0.11445778608322144,0.019487077370285988,0.08502925932407379,0.7810258865356445
133,Rectangle,0.10989139974117279,0.6241475343704224,0.06701277196407318,0.19894833862781525
134,Round,0.3160362243652344,0.3009380102157593,0.22393465042114258,0.159091055393219
135,Square,0.21616077423095703,0.04604147747159004,0.20674753189086914,0.5310502648353577
136,Rectangle,0.18840503692626953,0.6710699796676636,0.05765713006258011,0.082867830991745
137,Square,0.3255428671836853,0.03336941450834274,0.4772682189941406,0.16381943225860596
138,Rectangle,0.2545239329338074,0.6086992025375366,0.027405116707086563,0.10937175899744034
139,Square,0.18169184029102325,0.06294946372509003,0.11348669230937958,0.641871988773346
140,Round,0.06048061326146126,0.27121978998184204,0.5131345987319946,0.15516498684883118
141,Rectangle,0.2610759139060974,0.15416161715984344,0.2369038611650467,0.34785860776901245
142,Rectangle,0.49072712659835815,0.10846780240535736,0.23897524178028107,0.1618298441171646
143,Oval,0.4074011445045471,0.17623786628246307,0.17278626561164856,0.24357470870018005
144,Square,0.13082706928253174,0.1060623899102211,0.26314014196395874,0.49997037649154663
145,Square,0.25228142738342285,0.4962364137172699,0.14707526564598083,0.10440690815448761
146,Square,0.3533569872379303,0.046770524233579636,0.24572353065013885,0.3541489541530609
147,Oval,0.5617967844009399,0.05061277747154236,0.3062657415866852,0.08132468909025192
148,Round,0.06867875158786774,0.019137641414999962,0.8023687601089478,0.10981488227844238
149,Square,0.17486423254013062,0.3074667453765869,0.20993995666503906,0.3077290654182434
150,Oval,0.6831640005111694,0.02408226765692234,0.2597842812538147,0.032969359308481216
151,Square,0.3153828978538513,0.038600511848926544,0.13721156120300293,0.5088050961494446
152,Square,0.06320612132549286,0.00550141790881753,0.09050587564706802,0.8407865762710571
153,Round,0.2674904465675354,0.038449693471193314,0.4556184411048889,0.23844149708747864
154,Oval,0.3942180871963501,0.04471924901008606,0.2605813145637512,0.30048131942749023
155,Square,0.08279051631689072,0.04512649029493332,0.13040024042129517,0.7416827082633972
156,Square,0.09079652279615402,0.015978267416357994,0.35071104764938354,0.5425141453742981
157,Square,0.3872995674610138,0.14800038933753967,0.19990278780460358,0.26479724049568176
158,Round,0.24431593716144562,0.01221660990267992,0.44964271783828735,0.2938247323036194
159,Oval,0.3024279773235321,0.17083945870399475,0.15651866793632507,0.37021392583847046
160,Square,0.1056331992149353,0.01566297374665737,0.23345045745372772,0.6452533006668091
161,Oval,0.5000675916671753,0.12896664440631866,0.23442216217517853,0.1365436315536499
162,Square,0.29554957151412964,0.08698548376560211,0.23264214396476746,0.384822815656662
163,Rectangle,0.301197350025177,0.617017388343811,0.05066387727856636,0.031121397390961647
164,Round,0.4124785363674164,0.21051426231861115,0.31411176919937134,0.06289543211460114
165,Square,0.1557920277118683,0.5558397769927979,0.06364338099956512,0.22472485899925232
166,Rectangle,0.14558306336402893,0.7383046746253967,0.06198105961084366,0.05413123965263367
167,Square,0.3535483479499817,0.2762187123298645,0.149470716714859,0.22076217830181122
168,Round,0.2856079339981079,0.007918084971606731,0.6238827109336853,0.08259126543998718
169,Round,0.22139796614646912,0.002678829478099942,0.7406758069992065,0.03524736315011978
170,Round,0.20123915374279022,0.0780918151140213,0.5610563158988953,0.1596127450466156
171,Round,0.17557120323181152,0.011379620991647243,0.5735267400741577,0.23952242732048035
172,Rectangle,0.19574245810508728,0.5339574813842773,0.196073517203331,0.07422652095556259
173,Oval,0.23065483570098877,0.06497761607170105,0.09239412844181061,0.6119734048843384
174,Rectangle,0.38463252782821655,0.3258109390735626,0.15304425358772278,0.13651226460933685
175,Square,0.14298921823501587,0.02602669596672058,0.43774405121803284,0.3932400345802307
176,Rectangle,0.3658004403114319,0.1754579097032547,0.10724737495183945,0.3514942228794098
177,Rectangle,0.3372819721698761,0.4975409507751465,0.09432290494441986,0.07085415720939636
178,Rectangle,0.272384375333786,0.06478093564510345,0.36760473251342773,0.295229971408844
179,Oval,0.2965396046638489,0.1146155372262001,0.1345011591911316,0.45434364676475525
180,Oval,0.35669389367103577,0.11355229467153549,0.1504926234483719,0.37926116585731506
181,Rectangle,0.27508544921875,0.6458290219306946,0.044198475778102875,0.03488709777593613
182,Oval,0.23667502403259277,0.019650746136903763,0.18081095814704895,0.5628632307052612
183,Round,0.10574939101934433,0.11034812778234482,0.2259591519832611,0.5579433441162109
184,Round,0.10595716536045074,0.028574546799063683,0.6525501012802124,0.21291813254356384
185,Rectangle,0.03636549785733223,0.9327676892280579,0.006064173765480518,0.02480270527303219
186,Square,0.44538944959640503,0.09269950538873672,0.09799985587596893,0.3639112114906311
187,Square,0.21872377395629883,0.6503444910049438,0.0606294646859169,0.0703023299574852
188,Round,0.21154479682445526,0.25120386481285095,0.14538006484508514,0.39187127351760864
189,Square,0.21285465359687805,0.03382598236203194,0.15443843603134155,0.5988810062408447
190,Rectangle,0.4089362621307373,0.3060193657875061,0.1502058207988739,0.13483859598636627
191,Rectangle,0.18147531151771545,0.7864223122596741,0.009269190952181816,0.0228332057595253
192,Round,0.35436517000198364,0.014214402064681053,0.4374522268772125,0.1939682513475418
193,Rectangle,0.3998645544052124,0.2725324332714081,0.19709250330924988,0.13051047921180725
194,Square,0.28939253091812134,0.21929076313972473,0.11954428255558014,0.37177249789237976
195,Oval,0.5443627238273621,0.384834349155426,0.06368235498666763,0.007120548281818628
196,Oval,0.2867802083492279,0.4827691912651062,0.08340460062026978,0.14704594016075134
197,Rectangle,0.34568822383880615,0.32420793175697327,0.16702306270599365,0.16308075189590454
198,Rectangle,0.04362448304891586,0.9096372723579407,0.01743300072848797,0.029305249452590942
199,Round,0.10483255237340927,0.005648995283991098,0.5579550862312317,0.33156341314315796
200,Oval,0.5107311010360718,0.37105876207351685,0.060072727501392365,0.058137428015470505
201,Rectangle,0.2432708442211151,0.6548418402671814,0.04293772578239441,0.05894951894879341
202,Round,0.3189390301704407,0.2919059991836548,0.2694091200828552,0.1197458952665329
203,Rectangle,0.041783951222896576,0.8815847635269165,0.05775531008839607,0.01887601986527443
204,Round,0.4559174180030823,0.12573152780532837,0.2214483916759491,0.19690269231796265
205,Square,0.28972145915031433,0.2681497633457184,0.12945690751075745,0.31267184019088745
206,Oval,0.31656351685523987,0.5075945258140564,0.06278818845748901,0.11305379867553711
207,Round,0.21017250418663025,0.0529034249484539,0.6420196890830994,0.094904325902462
208,Round,0.11099128425121307,0.05916402488946915,0.7212773561477661,0.10856731981039047
209,Round,0.2241617739200592,0.15974940359592438,0.4175832271575928,0.19850559532642365
210,Round,0.32131296396255493,0.12992481887340546,0.5135752558708191,0.03518695384263992
211,Square,0.279449462890625,0.08207748830318451,0.10020129382610321,0.5382717251777649
212,Rectangle,0.27381905913352966,0.25561442971229553,0.19736634194850922,0.27320021390914917
213,Round,0.0371469184756279,0.00408575776964426,0.8839806318283081,0.07478668540716171
214,Rectangle,0.22935616970062256,0.6333352327346802,0.04919468238949776,0.08811397850513458
215,Square,0.25535696744918823,0.09223519265651703,0.10812260955572128,0.544285237789154
216,Round,0.20327003300189972,0.026558876037597656,0.7330536842346191,0.037117429077625275
217,Square,0.1485649049282074,0.016968579962849617,0.38925105333328247,0.44521546363830566
218,Rectangle,0.2806118130683899,0.3755887448787689,0.09450393915176392,0.24929547309875488
219,Round,0.20727717876434326,0.14129097759723663,0.35079121589660645,0.30064064264297485
220,Square,0.21857960522174835,0.45457810163497925,0.11569885909557343,0.21114344894886017
221,Square,0.14111442863941193,0.010351929813623428,0.0923968032002449,0.7561368346214294
222,Square,0.12876123189926147,0.1016436219215393,0.07781437784433365,0.6917808055877686
223,Rectangle,0.20825853943824768,0.6320075988769531,0.0264274962246418,0.1333063542842865
224,Square,0.05705989524722099,0.010293564759194851,0.20296895503997803,0.7296775579452515
225,Oval,0.40360331535339355,0.35036325454711914,0.08860993385314941,0.1574234962463379
226,Oval,0.49867773056030273,0.0925045982003212,0.2632104158401489,0.14560723304748535
227,Rectangle,0.506513237953186,0.14885979890823364,0.25022485852241516,0.09440210461616516
228,Round,0.0928785428404808,0.011934785172343254,0.8657277822494507,0.029458966106176376
229,Rectangle,0.42038583755493164,0.20819911360740662,0.2985698878765106,0.07284513115882874
230,Oval,0.527722179889679,0.054492197930812836,0.35418015718460083,0.06360552459955215
231,Square,0.21528072655200958,0.0720939189195633,0.21430857479572296,0.49831676483154297
232,Rectangle,0.46630245447158813,0.31866446137428284,0.1377485692501068,0.07728447765111923
233,Square,0.026782596483826637,0.1270919293165207,0.028110474348068237,0.8180149793624878
234,Round,0.08697955310344696,0.0193339753895998,0.8529119491577148,0.04077450558543205
235,Rectangle,0.27268093824386597,0.48146623373031616,0.058120232075452805,0.1877325475215912
236,Rectangle,0.1969885528087616,0.2710426449775696,0.22450478374958038,0.30746403336524963
237,Square,0.10547482967376709,0.013655928894877434,0.2974325716495514,0.5834366083145142
238,Square,0.10686369985342026,0.16649580001831055,0.08628962934017181,0.6403509378433228
239,Rectangle,0.3321996331214905,0.20564576983451843,0.09829182922840118,0.3638627231121063
240,Square,0.3996630609035492,0.10664267838001251,0.25152871012687683,0.24216561019420624
241,Square,0.38234126567840576,0.16590270400047302,0.12350823730230331,0.3282477855682373
242,Round,0.2616654932498932,0.2110409289598465,0.40637344121932983,0.12092015892267227
243,Round,0.10303237289190292,0.0054436614736914635,0.825437068939209,0.06608693301677704
244,Rectangle,0.2404470443725586,0.7137206792831421,0.027927646413445473,0.017904648557305336
245,Round,0.17440223693847656,0.09931877255439758,0.1558326780796051,0.570446252822876
246,Square,0.14377839863300323,0.03189046308398247,0.20896872878074646,0.6153624057769775
247,Oval,0.4062884747982025,0.10982158035039902,0.4188656806945801,0.06502425670623779
248,Round,0.22962622344493866,0.00786397885531187,0.6385007500648499,0.12400908768177032
249,Square,0.1564689576625824,0.11280572414398193,0.30166560411453247,0.4290596842765808
250,Oval,0.5666311979293823,0.22480955719947815,0.08961673825979233,0.11894245445728302
251,Oval,0.14412987232208252,0.09772439301013947,0.49953895807266235,0.25860676169395447
252,Oval,0.4491256773471832,0.09597621858119965,0.1561017483472824,0.2987963557243347
253,Round,0.388362318277359,0.2211458683013916,0.26466184854507446,0.12582997977733612
254,Rectangle,0.05943278223276138,0.7243194580078125,0.17457661032676697,0.04167111963033676
255,Rectangle,0.08407913148403168,0.8762483596801758,0.011770149692893028,0.02790237031877041
256,Rectangle,0.2808026075363159,0.5188748240470886,0.11325526237487793,0.08706728368997574
257,Round,0.18768064677715302,0.012840479612350464,0.7682788968086243,0.031199976801872253
258,Rectangle,0.15402880311012268,0.663558304309845,0.10108182579278946,0.0813310518860817
259,Rectangle,0.040022410452365875,0.40101227164268494,0.02477623149752617,0.5341891050338745
260,Oval,0.29510217905044556,0.5878092050552368,0.06334547698497772,0.053743086755275726
261,Square,0.09882000833749771,0.045842431485652924,0.16403700411319733,0.6913005113601685
262,Square,0.13208170235157013,0.06361216306686401,0.16720089316368103,0.6371052265167236
263,Square,0.15952090919017792,0.22010715305805206,0.09237124025821686,0.5280007123947144
264,Round,0.07024268805980682,0.005025372840464115,0.7879398465156555,0.1367921084165573
265,Square,0.1585829108953476,0.05124840885400772,0.3459894061088562,0.4441792964935303
266,Square,0.18136060237884521,0.014656132087111473,0.19573773443698883,0.6082455515861511
267,Round,0.13843496143817902,0.05561744421720505,0.40359869599342346,0.40234890580177307
268,Square,0.3319130837917328,0.40003642439842224,0.09214304387569427,0.1759074628353119
269,Oval,0.3385898768901825,0.039904773235321045,0.351798951625824,0.2697063684463501
270,Rectangle,0.308454692363739,0.2147546112537384,0.17446847259998322,0.30232223868370056
271,Round,0.13513697683811188,0.010284647345542908,0.7444865107536316,0.11009188741445541
272,Round,0.19776856899261475,0.01851673051714897,0.7006263732910156,0.08308831602334976
273,Oval,0.6718637943267822,0.04382674768567085,0.1570645123720169,0.1272449642419815
274,Rectangle,0.19336585700511932,0.7329996228218079,0.03206989914178848,0.041564613580703735
275,Round,0.20511937141418457,0.03726785257458687,0.4979930818080902,0.25961965322494507
276,Rectangle,0.3659692406654358,0.42275652289390564,0.14076542854309082,0.07050878554582596
277,Rectangle,0.29398879408836365,0.554774284362793,0.05939597636461258,0.09184090793132782
278,Oval,0.3252577781677246,0.40987125039100647,0.07983801513910294,0.1850329339504242
279,Oval,0.48209628462791443,0.06358198821544647,0.38497599959373474,0.06934572756290436
280,Round,0.2147173434495926,0.0075120581313967705,0.6393820643424988,0.13838854432106018
281,Round,0.25151771306991577,0.1646326333284378,0.3479931652545929,0.23585648834705353
282,Rectangle,0.2490091323852539,0.5642468929290771,0.07150334119796753,0.11524063348770142
283,Rectangle,0.029598558321595192,0.8226909637451172,0.0092684431001544,0.13844211399555206
284,Round,0.35884612798690796,0.03271324932575226,0.47328776121139526,0.13515278697013855
285,Oval,0.3417811989784241,0.06040417030453682,0.38500070571899414,0.21281389892101288
286,Square,0.24655663967132568,0.021829012781381607,0.1874975860118866,0.5441167950630188
287,Oval,0.391279399394989,0.5324654579162598,0.043263547122478485,0.032991595566272736
288,Oval,0.6207742094993591,0.27955761551856995,0.07209265232086182,0.02757556363940239
289,Round,0.4378023147583008,0.05389392375946045,0.41150861978530884,0.09679516404867172
290,Rectangle,0.264677494764328,0.295758992433548,0.23038943111896515,0.20917412638664246
291,Square,0.6530438661575317,0.10032756626605988,0.09835214912891388,0.1482764184474945
292,Oval,0.46346479654312134,0.41805511713027954,0.049963753670454025,0.06851635873317719
293,Oval,0.3051741123199463,0.1430555284023285,0.1721455156803131,0.3796248733997345
294,Rectangle,0.30794256925582886,0.5970057249069214,0.06227093189954758,0.03278080374002457
295,Round,0.40374964475631714,0.22075240314006805,0.18533751368522644,0.19016043841838837
296,Round,0.27597227692604065,0.022033587098121643,0.245859295129776,0.4561348557472229
297,Round,0.22307078540325165,0.42533427476882935,0.23160609602928162,0.11998887360095978
298,Round,0.3213143050670624,0.08252035081386566,0.4193124771118164,0.17685288190841675
299,Square,0.19519786536693573,0.04835214465856552,0.3779822885990143,0.37846770882606506
300,Round,0.348719984292984,0.02415877766907215,0.5319522619247437,0.09516900032758713
301,Square,0.18444296717643738,0.030160481110215187,0.2046707570552826,0.5807257890701294
302,Rectangle,0.32011330127716064,0.5874146223068237,0.08548976480960846,0.00698234885931015
303,Oval,0.18328016996383667,0.08523274958133698,0.1192595511674881,0.6122274994850159
304,Rectangle,0.15920811891555786,0.6164404153823853,0.026388373225927353,0.19796308875083923
305,Oval,0.39931878447532654,0.012290971353650093,0.333586186170578,0.2548040747642517
306,Rectangle,0.18364523351192474,0.18762853741645813,0.22634749114513397,0.40237873792648315
307,Square,0.09873273223638535,0.016981298103928566,0.10613542795181274,0.7781505584716797
308,Square,0.0917733758687973,0.30476269125938416,0.14739413559436798,0.4560697674751282
309,Square,0.12534159421920776,0.04393478482961655,0.13634012639522552,0.6943835020065308
310,Square,0.22029633820056915,0.5658111572265625,0.04466068372130394,0.16923180222511292
311,Round,0.30955109000205994,0.007592645939439535,0.5824607610702515,0.10039545595645905
312,Round,0.3267921805381775,0.04416694492101669,0.5102500319480896,0.11879080533981323
313,Rectangle,0.1655614972114563,0.7091464996337891,0.02958306111395359,0.095708929002285
314,Round,0.28680047392845154,0.13816866278648376,0.4213075041770935,0.1537233144044876
315,Rectangle,0.30286192893981934,0.5706285238265991,0.05592871829867363,0.07058080285787582
316,Round,0.19742277264595032,0.32810717821121216,0.3954630494117737,0.07900701463222504
317,Square,0.15851855278015137,0.1552082747220993,0.09485746175050735,0.5914157032966614
318,Round,0.3205484449863434,0.274864137172699,0.23636654019355774,0.1682208627462387
319,Square,0.10386145114898682,0.07123085111379623,0.052436817437410355,0.7724708914756775
320,Oval,0.2721763253211975,0.5422405004501343,0.07352618128061295,0.11205707490444183
321,Square,0.08281490951776505,0.11163977533578873,0.19981472194194794,0.6057305932044983
322,Square,0.09746096283197403,0.29790472984313965,0.09392877668142319,0.5107054710388184
323,Rectangle,0.08599499613046646,0.5685456395149231,0.02720538340508938,0.3182540535926819
324,Oval,0.525195300579071,0.10049919784069061,0.18815188109874725,0.1861536204814911
325,Oval,0.20006847381591797,0.1250220239162445,0.358359158039093,0.3165503442287445
326,Round,0.4265993535518646,0.0077154324389994144,0.2762594223022461,0.2894258201122284
327,Square,0.12587407231330872,0.1084478348493576,0.34144994616508484,0.4242281913757324
328,Oval,0.263347864151001,0.06631501019001007,0.3838649392127991,0.28647226095199585
329,Rectangle,0.2656136453151703,0.4339178204536438,0.23414023220539093,0.06632829457521439
330,Round,0.11304745823144913,0.06600625813007355,0.5573346018791199,0.26361167430877686
331,Square,0.15696249902248383,0.0518290176987648,0.1433475911617279,0.6478608846664429
332,Rectangle,0.21957795321941376,0.5547623038291931,0.02680251933634281,0.19885723292827606
