gender,face_shape,file,face_width_ratio,jaw_width_ratio,face_height_ratio,midface_ratio
men,Oval,0_ (176).jpg,1.6821439081485672,1.5410210928823371,2.1906252296894837,0.6859943405700353
men,Oval,0_ (177).jpg,1.5322862769625987,1.4559371849155283,2.033363691333788,0.6742640281784514
men,Oval,0_ (178).jpg,1.564645146456633,1.5485216743115815,2.24164392583815,0.6392583693327417
men,Oval,0_ (179).jpg,1.5419450511616228,1.5726189967555706,2.0838957633383397,0.5721252724074749
men,Oval,0_ (18).jpg,1.4908523446374249,1.3675173314888485,1.9688425142933468,0.8376307671036698
men,Oval,0_ (180).jpg,1.590050148060173,1.5510992228005218,1.5408169558574865,0.8636448071639037
men,Oval,0_ (181).jpg,1.5611534197509223,1.5047923444781344,2.6569907790581437,0.5715627155648225
men,Oval,0_ (183).jpg,1.5829742645172389,1.5331874369476681,2.100687308511572,0.6971496963458023
men,Oval,0_ (185).jpg,1.596392911550953,1.5389044983106497,2.153353961657778,0.6400976410172676
men,Oval,0_ (186).jpg,1.5575128632480808,1.475575826362183,2.0014100349224373,0.7903984995898667
men,Oval,0_ (187).jpg,1.5523468606328596,1.4806224478415408,2.594650093218633,0.7413913048468037
men,Oval,0_ (188).jpg,1.5693466888534953,1.5382795043203983,2.1843568961349655,0.6456314094279466
men,Oval,0_ (189).jpg,1.540376861597958,1.5209652293488687,2.087440270011186,0.6832745600403771
men,Oval,0_ (19).jpg,1.5194899004343938,1.4383495950297076,1.8731923439738174,0.7346570921568768
men,Oval,0_ (191).jpg,1.6249865631297238,1.498648543414936,2.117430126585671,0.7222936972266757
men,Oval,0_ (193).jpg,1.613353836859913,1.613353836859913,2.128169642934047,0.6328052448234813
men,Oval,0_ (195).jpg,1.617225802621162,1.5960388296959458,2.084768066234463,0.659126164532412
men,Oval,0_ (196).jpg,1.5325409939270087,1.468234237117476,2.3120377275094506,0.7590323151958017
men,Oval,0_ (197).jpg,1.5839044528158468,1.5514175942421622,2.0599116666183908,0.6237218961869964
men,Oval,0_ (198).jpg,1.6222669825446492,1.559594729066813,2.2327922189577754,0.5811735282709608
men,Oval,0_ (2).jpg,1.5692354826475217,1.5103807466993218,2.031482974805124,0.7192781875680029
men,Oval,0_ (200).jpg,1.5713331732119964,1.5427658619489024,2.0855504084100147,0.6028759901169224
men,Oval,0_ (201).jpg,1.5075838247885407,1.4853592611996131,2.4048639850346745,0.7405534876958483
men,Oval,0_ (202).jpg,1.5272743858941749,1.4876245561039154,3.035549272697312,0.6623463615833507
men,Oval,0_ (203).jpg,1.5685785007035509,1.532924331685365,2.1982313715831627,0.679680494556621
men,Oval,0_ (204).jpg,1.6092719153583013,1.5461202426972,2.077169744229263,0.6962135992611594
men,Oval,0_ (206).jpg,1.627237998491151,1.5768646138267186,2.221054802167925,0.5998982525641517
men,Oval,0_ (208).jpg,1.5731777239868279,1.5330345179771,2.1681713379015752,0.6569143847447513
men,Oval,0_ (209).jpg,1.508083182212014,1.4264146611694444,2.2831532631896017,0.7194518927862311
men,Oval,0_ (21).jpg,1.4521943570411522,1.3627048474367747,2.3623625009282905,0.6778319944571269
men,Oval,0_ (211).jpg,1.5308078052304133,1.3986188810096167,1.9761973604953365,1.0045407149343382
men,Oval,0_ (212).jpg,1.7785190393905825,1.6163947833034837,4.11666729310519,0.6621921190681074
men,Oval,0_ (213).jpg,1.5260517695826363,1.4743645132660286,2.0347356927768483,0.8411280076960463
men,Oval,0_ (214).jpg,1.5973796109947134,1.5136317521382407,2.024845673131659,0.8526806085419594
men,Oval,0_ (215).jpg,1.5247428518708361,1.3838927832996275,2.0654883292375588,1.1273737780726576
men,Oval,0_ (216).jpg,1.6032350714416517,1.5028125617837116,1.7535751785240778,0.7233037514292893
men,Oval,0_ (218).jpg,1.538618516324144,1.4859889855938107,2.1299980468884994,0.7696981155753677
men,Oval,0_ (219).jpg,1.6464783901129438,1.624198202800446,2.4517522527594204,0.6414707877788388
men,Oval,0_ (220).jpg,1.5588778599201933,1.5417681992854402,1.979517153320839,0.6659516328798775
men,Oval,0_ (221).jpg,1.4966152067228256,1.5336550266909508,2.242949097656827,0.7356534847790269
men,Oval,0_ (223).jpg,1.5175539207329902,1.4869708538204844,2.0106354649939626,0.7780373621200604
men,Oval,0_ (225).jpg,1.479153011662562,1.4734648521084175,2.023739445580117,0.6149144658672283
men,Oval,0_ (227).jpg,1.5791144677104632,1.5053690282744725,2.1377099452604407,0.6862595844553205
men,Oval,0_ (229).jpg,1.579994783396228,1.535287208455615,2.117252611449483,0.7336381642630575
men,Oval,0_ (23).jpg,1.4877687836264741,1.376138092757707,2.4774881886847826,0.9074358810595925
men,Oval,0_ (230).jpg,1.6296924839360034,1.5801747209518135,1.7778137589910905,0.7581700684751354
men,Oval,0_ (232).jpg,1.5856222195089453,1.5539668793115125,2.153811049052655,0.6660210738381033
men,Oval,0_ (233).jpg,1.6351087407658922,1.5293461448823757,1.4193623775476367,1.1270280864700346
men,Rectangle,1_ (1).jpg,1.6122700979074989,1.545945755375763,2.3382639261175022,0.6774096675674834
men,Rectangle,1_ (10).jpg,1.6421500643439915,1.5221246084011952,2.184068983678643,0.8204520561199679
men,Rectangle,1_ (100).jpg,1.524514774984257,1.458734377090628,1.5813888194528878,1.1860464063266942
men,Rectangle,1_ (101).jpg,1.6552622102078607,1.6210564515231944,1.8116579802315071,0.7205262812447455
men,Rectangle,1_ (103).jpg,1.6665790171419952,1.6281218038133967,2.0128184126249784,0.723240570679579
men,Rectangle,1_ (104).jpg,1.6246846616632558,1.5996954738306846,2.074954000378128,0.686309265683675
men,Rectangle,1_ (105).jpg,1.62125480825337,1.4860052755061526,1.9604204077652532,0.9006170724070864
men,Rectangle,1_ (107).jpg,1.656620126613956,1.6254080163184244,1.9687807295317603,0.7610519036176179
men,Rectangle,1_ (108).jpg,1.675099180082318,1.6019899130194077,1.998272511014305,0.7778648377849375
men,Rectangle,1_ (109).jpg,1.603720725430553,1.5010893039446613,1.8655791083461435,0.9234717104492156
men,Rectangle,1_ (11).jpg,1.452447216714596,1.3809452286290205,2.4541170382851134,0.9224235521016183
men,Rectangle,1_ (110).jpg,1.6365104538686057,1.5158192774953543,1.6807287752409068,0.770562646413182
men,Rectangle,1_ (112).jpg,1.5705711787956238,1.4992359023496855,1.7707245611847167,0.7112723947249635
men,Rectangle,1_ (113).jpg,1.5546618471243545,1.4667694676508904,1.95263367107726,0.6820312167184963
men,Rectangle,1_ (115).jpg,1.4998278533304712,1.4240789718491342,1.8485210484491539,0.7057466976400408
men,Rectangle,1_ (116).jpg,1.491114162760196,1.3850646158302282,1.456350783975151,0.9063909501177986
men,Rectangle,1_ (117).jpg,1.40187045251338,1.174117215235115,1.9017558106571941,1.2674923924744261
men,Rectangle,1_ (118).jpg,1.5456268393450066,1.4544187065487784,1.4365864291462376,0.8972146090522544
men,Rectangle,1_ (119).jpg,1.5324239317713444,1.4404488294018782,1.4893079469609012,1.1803558366322093
men,Rectangle,1_ (12).jpg,1.351007460525936,1.185393066507106,1.321671135719277,0.9247627675484239
men,Rectangle,1_ (120).jpg,1.4883282643868418,1.4816436418468086,2.3711850112035835,0.6479617999930057
men,Rectangle,1_ (122).jpg,1.5179284221717837,1.4737457654818162,1.8536511840870344,0.6533106122275887
men,Rectangle,1_ (123).jpg,1.5210350306906475,1.4541629803351925,1.8155299741273598,0.6841017824704159
men,Rectangle,1_ (125).jpg,1.5140195627004458,1.4345605442739355,1.7394032378850308,0.6312200445353645
men,Rectangle,1_ (127).jpg,1.5375831196104432,1.4875938554697758,1.8873939433822535,0.7300667648292944
men,Rectangle,1_ (128).jpg,1.561293297714419,1.601421687850978,1.9383270099171035,0.6126788517448398
men,Rectangle,1_ (13).jpg,1.5769558689077219,1.5555845425310888,1.9257124182857903,0.7346573786015789
men,Rectangle,1_ (130).jpg,1.5900855829036855,1.5132029278502108,1.931644259060763,0.6992150842938432
men,Rectangle,1_ (131).jpg,1.6032116329218993,1.6430704522880657,1.9621009799679154,0.637326891799106
men,Rectangle,1_ (132).jpg,1.5832011764174885,1.4998842869373659,1.9164005184092332,0.8807027840126914
men,Rectangle,1_ (133).jpg,1.548269725126253,1.484466601957652,2.179285384119214,0.6660210738381033
men,Rectangle,1_ (135).jpg,1.5929818708560095,1.5379624400983545,1.994243540611345,0.6871425968848157
men,Rectangle,1_ (136).jpg,1.539643101808464,1.4916497167306415,1.9040672087836248,0.6861426227055952
men,Rectangle,1_ (138).jpg,1.526181761531296,1.5260809535942308,1.9822287378682535,0.620322496770833
men,Rectangle,1_ (14).jpg,1.6385244863256425,1.5641125475810551,2.0224268148960527,0.7326336988919747
men,Rectangle,1_ (140).jpg,1.4640103708920325,1.4713345374153834,2.1775476905135815,0.6982438571056426
men,Rectangle,1_ (141).jpg,1.57262913401806,1.5356726859232075,2.0360007724210583,0.6281172263200556
men,Rectangle,1_ (142).jpg,1.5529857391110689,1.4891766378853548,2.191096752171288,0.7378861163349577
men,Rectangle,1_ (144).jpg,1.5586834443386968,1.5586834443386968,1.9522006020200506,0.6679474875720742
men,Rectangle,1_ (146).jpg,1.5730699888061945,1.5286206602788253,1.9510676935832023,0.7190840357940147
men,Rectangle,1_ (147).jpg,1.6260996279441182,1.5681836627130128,1.700176461429813,0.820557334974837
men,Rectangle,1_ (148).jpg,1.54995170388501,1.5311120517743495,2.056617484304769,0.6892283100236731
men,Rectangle,1_ (149).jpg,1.6482816391672177,1.6294554699520747,2.003852990706843,0.678606970063007
men,Rectangle,1_ (15).jpg,1.6348731540805732,1.5735743258493398,2.216652850339487,0.719591212844408
men,Rectangle,1_ (151).jpg,1.6287807182658318,1.57172564937404,2.016522845350451,0.6933752452815364
men,Rectangle,1_ (152).jpg,1.6868490367756208,1.49694179692225,1.952625605923776,0.5400895767393841
men,Rectangle,1_ (154).jpg,1.6459651845919734,1.62553410026093,2.1878967894101202,0.6308094838498656
men,Rectangle,1_ (155).jpg,1.7024021146031025,1.6238928581086627,1.059956563814847,0.8411136534740198
men,Rectangle,1_ (156).jpg,1.4468336817695058,1.3843356295115485,3.001407327562513,0.7269955521190709
men,Rectangle,1_ (158).jpg,1.6550960708544165,1.650316450148802,2.057096430180053,0.6964184147516723
men,Rectangle,1_ (159).jpg,1.5997356027413163,1.5819746376383113,2.072703660115689,0.7378825030011853
men,Rectangle,1_ (16).jpg,1.566894250778657,1.4484949208805045,1.3893011167933353,0.7201890023945968
men,Rectangle,1_ (160).jpg,1.631422220499176,1.5963419722314176,1.859363000930902,0.8493065970311302
men,Rectangle,1_ (162).jpg,1.6660746266260813,1.6660746266260813,2.065788124938401,0.7916666666666666
men,Rectangle,1_ (163).jpg,1.3920878193318216,1.3491706481792793,2.58527757324411,0.7962626234927872
men,Rectangle,1_ (165).jpg,1.5853247257687517,1.5710471772925712,1.9425370639187827,0.7025229259878012
men,Rectangle,1_ (166).jpg,1.5290160975229758,1.4713477880519708,1.6488883804693037,0.8114705940944766
men,Rectangle,1_ (168).jpg,1.5650317326892527,1.5322248848367845,1.934746299452009,0.7348242609095835
men,Rectangle,1_ (169).jpg,1.5491421280193896,1.4649142704993807,1.845102440157921,0.934160306786749
men,Rectangle,1_ (17).jpg,1.6691934868527747,1.5773843207050258,1.5594741517386963,1.0724203793687763
men,Rectangle,1_ (171).jpg,1.6133269409184958,1.5783215241642845,2.0166586761481198,0.686476117265785
men,Rectangle,1_ (173).jpg,1.5508317448225566,1.5098896850264292,1.8976737589095645,0.7362927894684319
men,Rectangle,1_ (175).jpg,1.5841643639748888,1.5380413053580413,2.0,0.7700493298647423
men,Rectangle,1_ (176).jpg,1.5778021485447706,1.5682465585514769,2.121547775651198,0.772338065795791
men,Rectangle,1_ (178).jpg,1.505672543559561,1.4551452458133531,1.868740164531878,0.7726483081534327
men,Rectangle,1_ (179).jpg,1.5432665224899857,1.5191627797022362,2.0727151923663363,0.7905299666734222
men,Rectangle,1_ (18).jpg,1.4403451323068623,1.3589317982478173,1.3258584972125373,1.1511882492955943
men,Rectangle,1_ (180).jpg,1.5341300919190781,1.4864490366138845,1.9069858744888966,0.85659492720015
men,Rectangle,1_ (181).jpg,1.5266983274435286,1.5113563819323184,2.2322478411969184,0.7354519199392467
men,Rectangle,1_ (182).jpg,1.5239878027017526,1.4682577843740041,1.838850408818114,0.7709696769236664
men,Rectangle,1_ (183).jpg,1.5144111766335289,1.4813060169740642,1.9710811645225266,0.7732753141464074
men,Rectangle,1_ (184).jpg,1.4710807775112507,1.3944664904638462,1.4518838639885905,1.071149923154485
men,Rectangle,1_ (185).jpg,1.474789714467648,1.3391080826522694,1.125557559366493,1.0273814878930716
men,Rectangle,1_ (186).jpg,1.5574294408652802,1.5360806125494275,1.9320729897411941,0.796855315825772
men,Rectangle,1_ (188).jpg,1.5667269697765058,1.4914639142060206,1.9947308667844548,0.771597454270713
men,Rectangle,1_ (189).jpg,1.5883288879552941,1.5009899951577987,2.018633655866486,0.7665570287180555
men,Rectangle,1_ (190).jpg,1.5371868020624506,1.476358387816086,1.8986498362769175,0.8299712769050788
men,Rectangle,1_ (191).jpg,1.602372840295594,1.516722861652989,1.9488989311292337,0.6713765404780309
men,Rectangle,1_ (192).jpg,1.5408637674756966,1.4591886772848035,1.2986373216060916,0.7244846780853876
men,Rectangle,1_ (193).jpg,1.5005109192764725,1.4019023463420146,1.7432146080765045,1.1315398090893387
men,Rectangle,1_ (2).jpg,1.5979768153962064,1.5640231202007873,1.9909283371736926,0.6909302994489237
men,Rectangle,1_ (20).jpg,1.555639892739774,1.5060705979004443,1.90679114305809,0.8232811885589633
men,Rectangle,1_ (22).jpg,1.5614035585188106,1.5277042011407067,1.9994952044341603,0.7605633802816901
men,Rectangle,1_ (23).jpg,1.5668139944170454,1.4644700101357473,1.5039360330135443,1.418865361384941
men,Rectangle,1_ (24).jpg,1.5332326807326855,1.4606119256918595,1.951371805316081,0.5818337756638091
men,Rectangle,1_ (25).jpg,1.6054150109418304,1.4737747494145814,1.4502355612738171,1.2287351060501837
men,Rectangle,1_ (26).jpg,1.5396940510006458,1.4803570374896513,1.6338663292805298,1.0433119756018487
men,Rectangle,1_ (27).jpg,1.5076447528280417,1.4875755660922552,1.899786433501254,0.7211804274132035
men,Rectangle,1_ (29).jpg,1.6033708975337437,1.5821152449221272,2.023230509047269,0.7045690916531884
men,Rectangle,1_ (3).jpg,1.4341283809232979,1.4266039227330984,2.39538475554251,0.6308632928890309
men,Rectangle,1_ (30).jpg,1.6728241423872718,1.5702751963078758,1.0575162463781402,1.0997079851745288
men,Rectangle,1_ (31).jpg,1.5276398569234695,1.4348341712338053,2.8340933995659405,0.6446979317102547
men,Rectangle,1_ (32).jpg,1.5489146915063676,1.4428585578735689,1.8981385192045113,0.924414162698039
men,Rectangle,1_ (34).jpg,1.5383848900589236,1.4794229216556425,1.9327864226229587,0.8244795288495547
men,Rectangle,1_ (35).jpg,1.472616804266069,1.4268635079662315,2.2234846491189435,0.8131535457294119
men,Rectangle,1_ (37).jpg,1.5506725690188543,1.458321738406225,1.8660541922939513,0.9021194919383599
men,Rectangle,1_ (39).jpg,1.542815287751464,1.4547224791781137,1.905367454810526,0.8277532838760915
men,Rectangle,1_ (4).jpg,1.6406146526092484,1.5562512034434473,1.6867249615424593,0.78818434893192
men,Rectangle,1_ (41).jpg,1.5853379348093415,1.5424659109171648,1.9897041768381987,0.7358236637186915
men,Rectangle,1_ (42).jpg,1.5352593986962846,1.461555393630402,2.0928628250528676,0.7703649785537812
men,Rectangle,1_ (43).jpg,1.5887339209880658,1.4890797462077165,1.9320533607225359,0.7308816827558577
men,Rectangle,1_ (44).jpg,1.680443994389688,1.628898603353314,1.7854110548306368,0.8120773411893858
men,Rectangle,1_ (45).jpg,1.5030170441286634,1.4344373800729897,2.2148134572323275,0.6969209902870227
men,Rectangle,1_ (47).jpg,1.5502216452538538,1.5048197257263867,1.9592222332615759,0.7054683697678155
men,Rectangle,1_ (48).jpg,1.472497299631144,1.3755955199469636,1.2211617030020494,0.9529935578541313
men,Rectangle,1_ (49).jpg,1.6209287880433032,1.5085260882642062,2.119562251549557,0.8308370769808687
men,Rectangle,1_ (5).jpg,1.6657415116319239,1.582542104227789,1.967338749073759,0.6903350635742038
men,Rectangle,1_ (50).jpg,1.5862480378789383,1.5069338402789707,2.0966514237816174,0.7223673415258496
men,Rectangle,1_ (51).jpg,1.6008913233347115,1.4957391397769582,1.7785844086282696,0.825549436441006
men,Rectangle,1_ (52).jpg,1.3692623465098697,1.3314686382833583,1.7488273151273679,0.6917547469618032
men,Rectangle,1_ (53).jpg,1.5339596403484097,1.396601249285189,1.2636629532458172,1.0631259540483526
men,Rectangle,1_ (54).jpg,1.522184967606196,1.3970878617970308,1.4456388248739316,0.6868028197434451
men,Rectangle,1_ (56).jpg,1.5906606622035637,1.5223341586707082,2.0454313395950057,0.7711138952696788
men,Rectangle,1_ (57).jpg,1.5554971019665078,1.4327998860413051,1.6325286767396043,1.0
men,Rectangle,1_ (58).jpg,1.6319746582996246,1.5781069215799979,1.77718579748425,0.8289797876302726
men,Rectangle,1_ (59).jpg,1.6008301135137886,1.532095891024521,2.0992525189754,0.6767559667484373
men,Round,2_ (10).jpg,1.597320690889806,1.615481592503206,1.7998500968122153,0.5746996196664345
men,Round,2_ (100).jpg,1.6254080163184244,1.438156000900747,1.2281256787995394,1.0
men,Round,2_ (101).jpg,1.45633892927542,1.3692221261611393,1.7059173034335064,0.7868178324933272
men,Round,2_ (102).jpg,1.4819277108433735,1.4217377977356562,1.5549638627031408,1.150726897337001
men,Round,2_ (103).jpg,1.5437960749100308,1.5310137953301026,1.8501938222528889,0.7852602519969649
men,Round,2_ (104).jpg,1.6928130569691597,1.6589602156575878,1.6588738542105548,0.7177128221914224
men,Round,2_ (105).jpg,1.55,1.533423910368196,1.85,0.8096444153578245
men,Round,2_ (106).jpg,1.5499663213375552,1.5421140992519609,2.1859938509105743,0.5897556028453931
men,Round,2_ (107).jpg,1.5326339662114514,1.5052657109660195,2.0401432113282545,0.6459830042109499
men,Round,2_ (108).jpg,1.5696986529082597,1.4817592183914525,1.9116164560832316,0.9429179550048933
men,Round,2_ (11).jpg,1.5823973917021799,1.577275693369723,1.8053207884590012,0.6555679919226861
men,Round,2_ (110).jpg,1.4879228977516208,1.5198836104703688,1.9593148163716776,0.7395356516545096
men,Round,2_ (111).jpg,1.5894564106687321,1.5894564106687321,1.8466904144240486,0.7168044407606271
men,Round,2_ (112).jpg,1.5861979813548122,1.5546302817613755,1.7598709380457043,0.8676203817744989
men,Round,2_ (113).jpg,1.5603956534982906,1.5592458141575098,1.9003681126904253,0.7071067811865476
men,Round,2_ (114).jpg,1.4182113472032878,1.3002803334304551,1.3469579891321435,0.8385202128206461
men,Round,2_ (115).jpg,1.677345036108498,1.6432113290818546,1.6283887521915608,0.7174636564737309
men,Round,2_ (117).jpg,1.500923077010442,1.500923077010442,1.737639370444124,0.7686624420240878
men,Round,2_ (118).jpg,1.5285862342329204,1.4983778518018835,2.0587197109487794,0.6666666666666666
men,Round,2_ (12).jpg,1.6107944480004888,1.6107944480004888,1.7339343095720148,0.7514790829974852
men,Round,2_ (120).jpg,1.534715707720174,1.4413793830027046,1.292305768981167,1.25
men,Round,2_ (121).jpg,1.5681818181818181,1.5454545454545454,1.978447926620033,0.7880995606084251
men,Round,2_ (122).jpg,1.3132691464019894,1.1475433558897359,1.6228713773104,1.2105336100783515
men,Round,2_ (123).jpg,1.5356355076284853,1.563774752548977,1.8584710832014941,0.620836802879635
men,Round,2_ (125).jpg,1.506421159579497,1.5189183996430191,1.7595348341040322,0.7631319802500027
men,Round,2_ (126).jpg,1.378439608712525,1.2259821521833307,1.5414270811611122,0.7022910149526747
men,Round,2_ (127).jpg,1.6436829170896248,1.599900527411855,1.5009348919549368,0.7541965464205139
men,Round,2_ (129).jpg,1.567405668195769,1.5103642705871272,1.8282843756681086,0.7848095969144104
men,Round,2_ (13).jpg,1.5624337670118325,1.5795442184277295,2.5442580257365686,0.5913622889860345
men,Round,2_ (130).jpg,1.5572505531979677,1.5322257457831103,1.9722795853993949,0.6752903852857501
men,Round,2_ (132).jpg,1.5632649554405553,1.5632649554405553,1.856845227579462,0.8446387595572094
men,Round,2_ (133).jpg,1.5673749515967565,1.539241496503833,2.1160779452460825,0.6700732635364399
men,Round,2_ (135).jpg,1.5559096056181094,1.5549205052920803,1.8328437574753174,0.8136820376301849
men,Round,2_ (136).jpg,1.7288975480818276,1.5929915430690424,1.0710004341387218,0.9739085450273313
men,Round,2_ (137).jpg,1.5012465000796176,1.547554580271718,2.5250855934783027,0.6405024650287544
men,Round,2_ (138).jpg,1.5214595122348142,1.361699909025572,1.8467878846010546,0.6746767220271372
men,Round,2_ (139).jpg,1.5268685056770013,1.5070336567170213,1.6984115431518665,0.6223955636279571
men,Round,2_ (14).jpg,1.5399401178883023,1.55728133960672,1.9082266859878225,0.6372449145195912
men,Round,2_ (140).jpg,1.5638725425612072,1.4649211805697597,1.8674154214001462,0.73820310228603
