index,true_label,Oval,Rectangle,Round,Square
73,Rectangle,0.051209669560194016,0.9141032099723816,0.013218393549323082,0.021468713879585266
74,Round,0.05641596391797066,0.036926742643117905,0.5800039172172546,0.326653391122818
75,Round,0.08344318717718124,0.03369144722819328,0.8583977818489075,0.024467553943395615
76,Square,0.3627449572086334,0.23435144126415253,0.24927476048469543,0.15362882614135742
77,Round,0.023359160870313644,0.6530897617340088,0.22534409165382385,0.09820695966482162
78,Square,0.2757393419742584,0.15626908838748932,0.40430721640586853,0.16368435323238373
79,Square,0.061238568276166916,0.07764028012752533,0.01828269101679325,0.84283846616745
80,Round,0.10748592764139175,0.023955654352903366,0.8157707452774048,0.05278768390417099
81,Round,0.0578867606818676,0.19990715384483337,0.5112804174423218,0.23092570900917053
82,Square,0.08916889131069183,0.05869198963046074,0.05646272748708725,0.7956764101982117
83,Rectangle,0.09928856790065765,0.7143205404281616,0.13876774907112122,0.04762312397360802
84,Round,0.01053101196885109,0.004122741520404816,0.9746845364570618,0.010661734268069267
85,Oval,0.5636060237884521,0.09106142073869705,0.2519964873790741,0.09333600103855133
86,Square,0.12340477854013443,0.04729025065898895,0.02492775395512581,0.8043771982192993
87,Rectangle,0.7366085648536682,0.17874059081077576,0.015022899024188519,0.06962794810533524
88,Square,0.05514974147081375,0.041836198419332504,0.10656094551086426,0.7964531779289246
89,Rectangle,0.09681352227926254,0.4743008613586426,0.032441120594739914,0.3964444100856781
90,Oval,0.7145531177520752,0.05587169528007507,0.06600680947303772,0.1635684072971344
91,Round,0.06322093307971954,0.015648646280169487,0.7949921488761902,0.12613822519779205
92,Round,0.020276768133044243,0.033938758075237274,0.919359028339386,0.026425490155816078
93,Rectangle,0.5503648519515991,0.3268890380859375,0.042585745453834534,0.08016030490398407
94,Oval,0.8860918283462524,0.06532346457242966,0.011932868510484695,0.0366518571972847
95,Square,0.11173810809850693,0.11089225858449936,0.340285062789917,0.4370845854282379
96,Round,0.013430530205368996,0.024227168411016464,0.9480507969856262,0.014291500672698021
97,Oval,0.16463109850883484,0.08607596904039383,0.3600306510925293,0.38926225900650024
98,Oval,0.7199505567550659,0.06785853952169418,0.07262778282165527,0.13956314325332642
99,Oval,0.9295605421066284,0.03573667258024216,0.02868496999144554,0.006017724983394146
100,Oval,0.10462220758199692,0.09760605543851852,0.12232042849063873,0.6754512786865234
101,Oval,0.272112637758255,0.16725541651248932,0.2748531103134155,0.28577885031700134
102,Oval,0.48340433835983276,0.025194186717271805,0.45120969414711,0.04019182175397873
103,Round,0.019615191966295242,0.0027652098797261715,0.9710152745246887,0.006604287773370743
104,Round,0.10935068130493164,0.026404961943626404,0.847493052482605,0.016751239076256752
105,Round,0.0960426852107048,0.009901340119540691,0.6768876910209656,0.21716824173927307
106,Oval,0.736510694026947,0.09759432077407837,0.0810202807188034,0.0848747119307518
107,Square,0.12500512599945068,0.12960857152938843,0.2821400463581085,0.46324625611305237
108,Rectangle,0.13822266459465027,0.2341568022966385,0.0725712925195694,0.5550492405891418
109,Rectangle,0.17341144382953644,0.6699092388153076,0.087210513651371,0.06946887820959091
110,Oval,0.27795836329460144,0.7163881063461304,0.0021608909592032433,0.003492626128718257
111,Rectangle,0.30830687284469604,0.49552983045578003,0.08227543532848358,0.11388783156871796
112,Oval,0.5430454015731812,0.15330985188484192,0.27810370922088623,0.025541041046380997
113,Square,0.1511169672012329,0.1895180642604828,0.07467766851186752,0.584687352180481
114,Square,0.11173810809850693,0.11089225858449936,0.340285062789917,0.4370845854282379
115,Rectangle,0.08154735714197159,0.2682499289512634,0.0914573073387146,0.5587454438209534
116,Rectangle,0.1396152675151825,0.1241171583533287,0.6223213076591492,0.11394623667001724
117,Round,0.09472616761922836,0.09847957640886307,0.7653281092643738,0.04146615415811539
118,Rectangle,0.024583710357546806,0.9106769561767578,0.05495154857635498,0.009787865914404392
119,Oval,0.055453140288591385,0.14983759820461273,0.7760631442070007,0.018646107986569405
120,Oval,0.28919801115989685,0.19633880257606506,0.23186540603637695,0.2825978100299835
121,Square,0.1502062976360321,0.05002303048968315,0.6881996393203735,0.11157095432281494
122,Oval,0.5645168423652649,0.2559966444969177,0.12700091302394867,0.0524856373667717
123,Square,0.01652396097779274,0.02841365709900856,0.013979295268654823,0.9410830736160278
124,Round,0.056950170546770096,0.0908546969294548,0.49219998717308044,0.35999512672424316
125,Oval,0.6559926271438599,0.059379201382398605,0.2561291754245758,0.02849896252155304
126,Round,0.17339666187763214,0.020876392722129822,0.7642599940299988,0.04146698862314224
127,Oval,0.5748239755630493,0.06124008819460869,0.30058056116104126,0.06335535645484924
128,Square,0.0802309587597847,0.06056956574320793,0.08792053163051605,0.771278977394104
129,Round,0.14859163761138916,0.09153016656637192,0.232517272233963,0.5273609161376953
130,Rectangle,0.32511231303215027,0.13155362010002136,0.49461817741394043,0.04871595278382301
131,Square,0.09042401611804962,0.017284873872995377,0.04829372093081474,0.8439973592758179
132,Square,0.16123560070991516,0.10013331472873688,0.23191173374652863,0.5067194104194641
133,Round,0.13834655284881592,0.029527347534894943,0.815147876739502,0.016978193074464798
134,Rectangle,0.4650851786136627,0.21156732738018036,0.04078233987092972,0.282565176486969
135,Square,0.22447974979877472,0.11474315077066422,0.11246711015701294,0.5483100414276123
136,Rectangle,0.1763061136007309,0.5377793908119202,0.08733563125133514,0.19857892394065857
137,Square,0.11428143084049225,0.12372459471225739,0.026970427483320236,0.7350236177444458
138,Rectangle,0.39468908309936523,0.15188418328762054,0.2755975127220154,0.17782923579216003
139,Oval,0.4811531603336334,0.167848140001297,0.19973066449165344,0.15126806497573853
140,Oval,0.1433311551809311,0.17719867825508118,0.5717320442199707,0.10773817449808121
141,Oval,0.9921982884407043,0.0037654824554920197,0.0038814034778624773,0.0001548230939079076
142,Oval,0.9235677719116211,0.017279841005802155,0.05434451252222061,0.004807942546904087
143,Rectangle,0.4650851786136627,0.21156732738018036,0.04078233987092972,0.282565176486969
144,Rectangle,0.051730118691921234,0.8525314331054688,0.050435274839401245,0.045303184539079666
145,Oval,0.15884976089000702,0.32621631026268005,0.06886142492294312,0.4460724890232086
146,Round,0.03447621688246727,0.0019863012712448835,0.9612737894058228,0.002263661939650774
147,Round,0.010116920806467533,0.16827870905399323,0.7744635939598083,0.04714078828692436
148,Rectangle,0.08833424746990204,0.44059285521507263,0.20945794880390167,0.26161497831344604
149,Rectangle,0.015552526339888573,0.9358189702033997,0.03327183425426483,0.015356684103608131
150,Round,0.004609968513250351,0.0013436219887807965,0.9879459142684937,0.00610049394890666
151,Oval,0.2412293404340744,0.23335373401641846,0.4237692356109619,0.10164773464202881
152,Oval,0.5782405138015747,0.2851707339286804,0.09278880059719086,0.043799955397844315
153,Round,0.031539320945739746,0.013136053457856178,0.9244855642318726,0.030838986858725548
154,Oval,0.9636065363883972,0.0020954066421836615,0.03327042609453201,0.0010276144603267312
155,Square,0.02518826350569725,0.9081996083259583,0.05952715873718262,0.007084999233484268
156,Round,0.1198246031999588,0.04201384261250496,0.8158799409866333,0.02228163555264473
157,Square,0.29850926995277405,0.13216352462768555,0.05735503509640694,0.5119722485542297
158,Rectangle,0.6051012873649597,0.19048352539539337,0.11242185533046722,0.09199335426092148
159,Rectangle,0.08925075083971024,0.8391404151916504,0.05277957394719124,0.018829239532351494
160,Round,0.008664289489388466,0.41594356298446655,0.522689938545227,0.05270214006304741
161,Round,0.1985502690076828,0.1404811143875122,0.6466513276100159,0.014317293651401997
162,Round,0.2823253571987152,0.16216520965099335,0.5426641702651978,0.012845302931964397
163,Round,0.04780135303735733,0.04766025394201279,0.8546860814094543,0.049852289259433746
164,Oval,0.5274257659912109,0.11034119129180908,0.016197556629776955,0.3460354506969452
165,Oval,0.30793967843055725,0.06736814230680466,0.26092416048049927,0.3637681007385254
166,Rectangle,0.41188520193099976,0.4346453547477722,0.1130731925368309,0.04039623215794563
167,Round,0.04848053678870201,0.012810252606868744,0.9211326837539673,0.01757659949362278
168,Round,0.08020691573619843,0.03211574628949165,0.7351574897766113,0.15251988172531128
169,Round,0.09721628576517105,0.1389123797416687,0.6197313070297241,0.14414000511169434
170,Rectangle,0.20762225985527039,0.3237406611442566,0.22884416580200195,0.2397928684949875
171,Square,0.07565151154994965,0.19415128231048584,0.03883882239460945,0.6913583874702454
172,Rectangle,0.11550752818584442,0.22721156477928162,0.19171537458896637,0.4655655324459076
173,Round,0.04301254451274872,0.14842122793197632,0.2621506154537201,0.5464156270027161
174,Square,0.30615854263305664,0.05930366367101669,0.032607678323984146,0.6019301414489746
175,Round,0.5566989183425903,0.006902141962200403,0.36823052167892456,0.0681685283780098
176,Square,0.062171678990125656,0.07782498747110367,0.005864864680916071,0.8541384935379028
177,Round,0.02610372006893158,0.0015091004315763712,0.9706162214279175,0.0017709037056192756
178,Square,0.40731778740882874,0.06721103191375732,0.023642316460609436,0.5018288493156433
179,Oval,0.9180505871772766,0.03480290621519089,0.03270145505666733,0.014445061795413494
180,Square,0.060313016176223755,0.05266473814845085,0.06576219946146011,0.8212599754333496
181,Oval,0.9257811307907104,0.025698121637105942,0.03388936445116997,0.01463133655488491
182,Square,0.1957852840423584,0.2309219092130661,0.05100010707974434,0.5222927331924438
183,Round,0.019629543647170067,0.0024018525145947933,0.9640505909919739,0.013918032869696617
184,Rectangle,0.02175283059477806,0.9603215456008911,0.011169485747814178,0.006756114773452282
